Building,Bed,Bath,Study,Floor Plan,URL,Floor Plan Viewer,SF,Orientation,Unit Numbers,Quantity,
Spring Condos,1,1,FALSE,A,https://drive.google.com/file/d/11S1kX5x-JIyooL-GDF8qbyhsw17BWQoT/view?usp=drive_link,https://drive.google.com/uc?export=view&id=11S1kX5x-JIyooL-GDF8qbyhsw17BWQoT,565,"E, W, W","602-2302, 606-2306, 2404-3804",51,
Spring Condos,1,1,FALSE,B,https://drive.google.com/file/d/1nhYYYGY_Im4md9_A3Zx_YRkCbc97aX1V/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1nhYYYGY_Im4md9_A3Zx_YRkCbc97aX1V,704,S,604-2304,18,
Spring Condos,1,1,FALSE,B1,https://drive.google.com/file/d/1PELQDXrOBjNuqZxksaHRfJUUYM26Iva0/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1PELQDXrOBjNuqZxksaHRfJUUYM26Iva0,698,"N, N","608-2308, 2506-3806",33,
Spring Condos,2,2,FALSE,C,https://drive.google.com/file/d/1msDZ3CuQcD6o55fcauAGz0ks3AwQy3LA/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1msDZ3CuQcD6o55fcauAGz0ks3AwQy3LA,983,"SEc, NWc, NWc","603-2303, 607-2307, 2405-3805",51,
Spring Condos,2,2,FALSE,D,https://drive.google.com/file/d/1uO4dHdOfTUMqXmsIqxZwDREWo2XlQ7jo/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1uO4dHdOfTUMqXmsIqxZwDREWo2XlQ7jo,"1,038",NEc,601-2301,18,
Spring Condos,2,2,FALSE,D1,https://drive.google.com/file/d/1uO4dHdOfTUMqXmsIqxZwDREWo2XlQ7jo/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1uO4dHdOfTUMqXmsIqxZwDREWo2XlQ7jo,"1,061","SWc, SWc","605-2305, 2403-3803",33,
Spring Condos,3,3,FALSE,E,https://drive.google.com/file/d/1Smh8h1YQipYRebxYXZuNEHwRSBOTyUq0/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Smh8h1YQipYRebxYXZuNEHwRSBOTyUq0,"1,631",NEc,"2401-3801, 3901-4101",18,
Spring Condos,3,3,FALSE,E1,https://drive.google.com/file/d/1MACJcaSYJUDZhDmKoQlo77GJfrOIoW1D/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1MACJcaSYJUDZhDmKoQlo77GJfrOIoW1D,"1,651",SWc,3903-4103,3,
Spring Condos,3,3,FALSE,F,https://drive.google.com/file/d/1_9FHMTeYcEMOM8ZiT-kTug50tXvvfUmI/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1_9FHMTeYcEMOM8ZiT-kTug50tXvvfUmI,"1,707",SEc,"2402-3802, 3902-4101",18,
Spring Condos,3,3,FALSE,F1,https://drive.google.com/file/d/16EXZgXMNbzz6D2Jsq-QQvisXMTy-fxLu/view?usp=drive_link,https://drive.google.com/uc?export=view&id=16EXZgXMNbzz6D2Jsq-QQvisXMTy-fxLu,"1,704",NWc,3904-4104,3,
Spring Condos,3,3,FALSE,PH-1,,#N/A,"4,397",NSWc,4201,1,
Spring Condos,3,4,FALSE,PH-2,,#N/A,"3,593",NSEc,"4,202",1,
Seaholm Residences,0,1,FALSE,S1,https://drive.google.com/file/d/1IpsOvgFPUcysMAWGQLOCwFQGw2CYvx7-/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1IpsOvgFPUcysMAWGQLOCwFQGw2CYvx7-,558,W,"1006, 1110-2010, 2108-3008",21,
Seaholm Residences,1,1,FALSE,A1,https://drive.google.com/file/d/1PN8IjVHnqBEYNujW1QsOeKeykxsHEID5/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1PN8IjVHnqBEYNujW1QsOeKeykxsHEID5,650,E,"1001, 1105-3005",21,
Seaholm Residences,1,1,FALSE,A2,https://drive.google.com/file/d/1c7BsmglwFyVwybjp3iXb6ljlDDbXUjgA/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1c7BsmglwFyVwybjp3iXb6ljlDDbXUjgA,678,E,1103-3003,20,
Seaholm Residences,1,1,FALSE,A3,https://drive.google.com/file/d/1dVsihqKMcyN-rnybrNxliEAmsAJH9Ksd/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dVsihqKMcyN-rnybrNxliEAmsAJH9Ksd,821,W,"1008, 1112-2012, 2110-3010",21,
Seaholm Residences,1,1,FALSE,A4,https://drive.google.com/file/d/1dMs0ILZIMWyw3ps54wNin6koG6wKorYx/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dMs0ILZIMWyw3ps54wNin6koG6wKorYx,688,W,"1002, 1004, 1108-2008",11,
Seaholm Residences,1,1,FALSE,A5,https://drive.google.com/file/d/1DzCRxXr047-AihpP52C41Gv7xrj-wSwP/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1DzCRxXr047-AihpP52C41Gv7xrj-wSwP,690,W,2104-3004,10,
Seaholm Residences,1,1,FALSE,A6-N,https://drive.google.com/file/d/1AAks_Y3VxENwvQjxoRil5CUWunIej6GE/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1AAks_Y3VxENwvQjxoRil5CUWunIej6GE,685,E,"1005, 1109-3009",21,
Seaholm Residences,1,1,FALSE,A6-S,https://drive.google.com/file/d/18d--HA-84zd1aqAc95tkts0qD3-PKhHz/view?usp=drive_link,https://drive.google.com/uc?export=view&id=18d--HA-84zd1aqAc95tkts0qD3-PKhHz,685,E,"1003, 1107-3007",21,
Seaholm Residences,1,1,FALSE,A6-NA,https://drive.google.com/file/d/1wPpXpAetNxIm0CbpQdt_XO611rb-E03s/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1wPpXpAetNxIm0CbpQdt_XO611rb-E03s,688,W,1106-2006,10,same as A6-N but storage closet added in bathroom
Seaholm Residences,1,1,FALSE,A9,https://drive.google.com/file/d/1t793TJOZ1_aypKdhSVfBkN0iT34L5GsK/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1t793TJOZ1_aypKdhSVfBkN0iT34L5GsK,689,E,"1007, 1111-3011",21,
Seaholm Residences,2,2,FALSE,B1,https://drive.google.com/file/d/1QrGmojcadA_F1n5IeJjJ6ChSU2HHzgBX/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1QrGmojcadA_F1n5IeJjJ6ChSU2HHzgBX,990,SWc,1102-2002,10,
Seaholm Residences,2,2,FALSE,B2,https://drive.google.com/file/d/1uy8euqHIIVwkkN9OUtqkIY_UEmijh_X1/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1uy8euqHIIVwkkN9OUtqkIY_UEmijh_X1,"1,123",W,1104-2004,10,
Seaholm Residences,2,2,FALSE,B2-A,https://drive.google.com/file/d/1Tdof0k36_s9zLHVhphOqvfivUSHpAb23/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Tdof0k36_s9zLHVhphOqvfivUSHpAb23,"1,123",,,,*same as B2
Seaholm Residences,2,2,FALSE,B4,https://drive.google.com/file/d/1EEfoSguvHBarc6PvNmEjs7Oyz9QM_K6N/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1EEfoSguvHBarc6PvNmEjs7Oyz9QM_K6N,"1,322",NWc,"1010, 1114-2014, 2112-3012",21,
Seaholm Residences,2,2,FALSE,B5,https://drive.google.com/file/d/1lwMpvyq_K9wYNFyZwJe_m_PT9OMcC0o8/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1lwMpvyq_K9wYNFyZwJe_m_PT9OMcC0o8,"1,360",E,"1009, 1113-3013",21,
Seaholm Residences,2,2,FALSE,B6,https://drive.google.com/file/d/1N0HfFoulPs5pUyBDHWwTP93Fs4YM4ZgB/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1N0HfFoulPs5pUyBDHWwTP93Fs4YM4ZgB,"1,376",W,2106-3006,10,
Seaholm Residences,2,2,FALSE,B7,https://drive.google.com/file/d/1fYNDqj-VNel-bmTK8slnM8M12FUl89c8/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1fYNDqj-VNel-bmTK8slnM8M12FUl89c8,"1,428",SWc,2102-3002,10,
Seaholm Residences,3,3,FALSE,C1,https://drive.google.com/file/d/1z34bUnYUERorMZlD01wIvjjrZEpT4Ajr/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1z34bUnYUERorMZlD01wIvjjrZEpT4Ajr,"2,227",SEWc,1101-3001,20,
The Independent,1,1,FALSE,A1,https://drive.google.com/file/d/1KhD9xPKxe_0w_TfzF-jHzW90lKIluo6n/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1KhD9xPKxe_0w_TfzF-jHzW90lKIluo6n,697,N,1003-2303,23,
The Independent,1,1,FALSE,A2,https://drive.google.com/file/d/1aYQ9iRwUJ6niq1cXPPJqQSMJ8btorHnY/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1aYQ9iRwUJ6niq1cXPPJqQSMJ8btorHnY,714,N,1002-2302,13,
The Independent,1,1,FALSE,A3,https://drive.google.com/file/d/1jJcp6tQj6W8X9BYssNE_RP8QqqsF6iaR/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jJcp6tQj6W8X9BYssNE_RP8QqqsF6iaR,730,W,3508-5108,18,
The Independent,1,1,FALSE,A4,https://drive.google.com/file/d/1Ok88qWXD7FW14-fy-bP_nx57m8IJWtiU/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Ok88qWXD7FW14-fy-bP_nx57m8IJWtiU,794,S,3506-5106,18,
The Independent,1,1,TRUE,A5,https://drive.google.com/file/d/1fYzBy80t3tbJNQ0MxqtCRIu8Zt8DqP4n/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1fYzBy80t3tbJNQ0MxqtCRIu8Zt8DqP4n,999,"E, W, E","1005-2305, 2408-3308, 3504-5104 (not 40-42 see C4B)",35,
The Independent,1,2,TRUE,A6,https://drive.google.com/file/d/1Yg-dVO9L5jg0yo86GAUVv7oVb9jvCAQG/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Yg-dVO9L5jg0yo86GAUVv7oVb9jvCAQG,"1,026",NWc,1001-2301,13,
The Independent,2,2,FALSE,B1,https://drive.google.com/file/d/1pgRATcJxU2rzsp_7HYr7-gZnDMCyEkp4/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1pgRATcJxU2rzsp_7HYr7-gZnDMCyEkp4,"1,106","W, E","1009-2309, 2404-3304 (not 2403, 2803, 3303, see D1)",20,
The Independent,2,2,FALSE,B2,https://drive.google.com/file/d/1Up1FEyo1PLoueaZeqWBuLyqtMKxmVXlO/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Up1FEyo1PLoueaZeqWBuLyqtMKxmVXlO,"1,281",S," 1007-2307, 2406-3306",23,
The Independent,2,2,TRUE,B3,https://drive.google.com/file/d/1eOruFlwh3KTzxngE6xhJZgHTIem0XGwv/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1eOruFlwh3KTzxngE6xhJZgHTIem0XGwv,"1,325","SWc, SEc","1008-2308, 2405-3305",23,
The Independent,2,2,FALSE,B4,https://drive.google.com/file/d/1drhRaUU4Ov7EJ878le1ac0m1yO4wFSvx/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1drhRaUU4Ov7EJ878le1ac0m1yO4wFSvx,"1,351",N,3502-5102,18,
The Independent,2,2,FALSE,B5,https://drive.google.com/file/d/1i8ym7PP4-u8uIGyNKNsf0JlgSs5U6HhM/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1i8ym7PP4-u8uIGyNKNsf0JlgSs5U6HhM,"1,417",SWc,3507-5107,18,
The Independent,2,2,FALSE,B6,https://drive.google.com/file/d/1ws-wsUCohcvu3OOrwbtxYqH5nIVru7MM/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ws-wsUCohcvu3OOrwbtxYqH5nIVru7MM,"1,441",NWc,3501-5101,18,
The Independent,2,2,TRUE,B7,https://drive.google.com/file/d/1QnLIqRScjC-FVOmtCqkf_wfWFy0slYtI/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1QnLIqRScjC-FVOmtCqkf_wfWFy0slYtI,"1,474","NEc, NWc, NEc","1004-2304, 2401-3301, 3503-5103 (not 40-42 see C4B)",35,
The Independent,2,2,TRUE,B8,https://drive.google.com/file/d/1uB1bLxAgf4XXpPXVBrfs1ltbfYNLFVPz/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1uB1bLxAgf4XXpPXVBrfs1ltbfYNLFVPz,"1,490","SEc, SWc","1006-2306, 2407-3307",23,
The Independent,3,3,FALSE,C1,https://drive.google.com/file/d/1-rBWg9rkLzgR-hOQAhMAzupD8BE6Bo40/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1-rBWg9rkLzgR-hOQAhMAzupD8BE6Bo40,"1,838","NEc, NEc","2403-3303, 5202-5802 (not 2403, 2803, 3303, see D1)",14,
The Independent,3,3,TRUE,C2,https://drive.google.com/file/d/1JTF5Hqkl9sG8UDvjlw6dJKKOPa-lqL7H/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1JTF5Hqkl9sG8UDvjlw6dJKKOPa-lqL7H,"1,851",SEc,3505-5105,17,
The Independent,3,3,FALSE,C3,https://drive.google.com/file/d/1oAg6fhwfd1auqp4ju7jq3FVYFt4PzY8o/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1oAg6fhwfd1auqp4ju7jq3FVYFt4PzY8o,"2,144",NWc,5201-5801,7,
The Independent,3,3.5,FALSE,C4-B,https://drive.google.com/file/d/1POtcSVwWhys38Y_-th29OdxOFP4IpQtL/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1POtcSVwWhys38Y_-th29OdxOFP4IpQtL,"2,850",SEc,"4004, 4105, 4205",3,
The Independent,3,3.5,TRUE,C4,https://drive.google.com/file/d/1RF4zC2Kdo013APFvu8DY0d9zuPqhBnud/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1RF4zC2Kdo013APFvu8DY0d9zuPqhBnud,"2,711",SEc,5203-5803,7,
The Independent,3,3.5,TRUE,C5,https://drive.google.com/file/d/13QCND7A2yMNvVRc0PvRcTjbDznFweloA/view?usp=drive_link,https://drive.google.com/uc?export=view&id=13QCND7A2yMNvVRc0PvRcTjbDznFweloA,"3,514",SWc,5204-5804,7,
The Independent,4,3.5,FALSE,D1,https://drive.google.com/file/d/1xUxClHSbwqZ8tuUVEyOIOLQIkCbRi2Zd/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1xUxClHSbwqZ8tuUVEyOIOLQIkCbRi2Zd,"2,944",NEc,"2403, 2803, 3303",3,
The Independent,4,4.5,FALSE,Terrace Penthouse,https://drive.google.com/file/d/1pE69bh_0S9sHs9XQ2O9H3PBTqTwlcMsT/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1pE69bh_0S9sHs9XQ2O9H3PBTqTwlcMsT,"4,549",NES,5203,1,
5th & West,1,1,FALSE,A1,https://drive.google.com/file/d/1Q6tNDQZqnPJ3cZNHOz_BSRXoShOn25M-/view,https://drive.google.com/uc?export=view&id=1Q6tNDQZqnPJ3cZNHOz_BSRXoShOn25M-,652,N,706-1506,9,
5th & West,1,1,FALSE,A2,https://drive.google.com/file/d/15bjKlktA8M2NO1a7xMw4J-2QX3y2prHE/view,https://drive.google.com/uc?export=view&id=15bjKlktA8M2NO1a7xMw4J-2QX3y2prHE,846,W,702-1502,9,
5th & West,1,1.5,TRUE,A2A,https://drive.google.com/file/d/1FahJN7YkDFII45TrNQAIUgkM9ZlAYg3K/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1FahJN7YkDFII45TrNQAIUgkM9ZlAYg3K,846,W,1602-3502,20,
5th & West,1,1.5,FALSE,A3,https://drive.google.com/file/d/1aKhh0b69WDv98aP9Tc59DIDFW6HoVYqy/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1aKhh0b69WDv98aP9Tc59DIDFW6HoVYqy,930,SE,703-1503,9,
5th & West,1,1.5,TRUE,A4,https://drive.google.com/file/d/1cKtdrsoATjQ53IJPb6DKMIQloi32SkGg/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1cKtdrsoATjQ53IJPb6DKMIQloi32SkGg,"1,092",SE,705-1505,9,
5th & West,2,2,FALSE,B1,https://drive.google.com/file/d/14huJ1UQNU9k_pbXsTFF2N67-TK0Lt6az/view?usp=drive_link,https://drive.google.com/uc?export=view&id=14huJ1UQNU9k_pbXsTFF2N67-TK0Lt6az,"1,327",NWc,704-1504,9,
5th & West,2,2,FALSE,B2,https://drive.google.com/file/d/1Vo1Y9EQnjb1FdmNKjzF1vtlNCjTOlwYV/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Vo1Y9EQnjb1FdmNKjzF1vtlNCjTOlwYV,"1,587",SWEc,701-1501,9,
5th & West,2,2.5,TRUE,B3,https://drive.google.com/file/d/1oVOj_iAGXBlNBL32s4Uxmx6lm1_96ESf/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1oVOj_iAGXBlNBL32s4Uxmx6lm1_96ESf,"1,759",NESc,707-1507,9,
5th & West,3,3,FALSE,C,https://drive.google.com/file/d/1iPO30PfHEogT47I2fynw362M_Uydbd0N/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1iPO30PfHEogT47I2fynw362M_Uydbd0N,"2,009",NWc,1604-3504,20,
5th & West,3,3,TRUE,C1,https://drive.google.com/file/d/1Z08lzI3B9PxxcidYmHytE7luFuioivDI/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Z08lzI3B9PxxcidYmHytE7luFuioivDI,"2,517",SWc,1601-3801,23,
5th & West,3,3.5,FALSE,C2,https://drive.google.com/file/d/1kxG0bXjRAr3QEF1UNNnJ3Yf5xTCSXIwc/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1kxG0bXjRAr3QEF1UNNnJ3Yf5xTCSXIwc,"2,822",NESc,1603-3803,23,
5th & West,3,3.5,TRUE,C3,https://drive.google.com/file/d/1f4zGWe-aFMMm1kMcrrr5gncGWg7L-jBQ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1f4zGWe-aFMMm1kMcrrr5gncGWg7L-jBQ,"2,849",NWc,3602-3802,3,
5th & West,3,3.5,FALSE,C3A,https://drive.google.com/file/d/1zKnSKzI4kME9g-XmIFUI3nQxvmtJb9Ek/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1zKnSKzI4kME9g-XmIFUI3nQxvmtJb9Ek,"2,697",NWc,"3,902",1,
5th & West,4,4.5,TRUE,D1,https://drive.google.com/file/d/1n1l0kYtu2WMCk6HPNyeKHwyQa0BK09g0/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1n1l0kYtu2WMCk6HPNyeKHwyQa0BK09g0,"5,240",SE,3901,1,
Austin City Lofts,1,1,FALSE,C5 – GUADALUPE,https://drive.google.com/file/d/1VTxMDCdP8bpPt5kQ3uEHC_RmmdokaAZM/view?usp=sharing,https://drive.google.com/uc?export=view&id=1VTxMDCdP8bpPt5kQ3uEHC_RmmdokaAZM,"1,262",S,509-1009,6,
Austin City Lofts,1,1,FALSE,C4,,,,S,507-1007,6,
Austin City Lofts,1,1,FALSE,D2 – CROCKETT,https://drive.google.com/file/d/1aFYbSXvD4bFuSjtt3ZXwCJr4SQkmpJKH/view?usp=sharing,https://drive.google.com/uc?export=view&id=1aFYbSXvD4bFuSjtt3ZXwCJr4SQkmpJKH,"1,120",N,504-1004,6,
Austin City Lofts,1,1,FALSE,D3 – CROCKETT,https://drive.google.com/file/d/10tLMrwL5_5sqRN8MlPBCk56rvDU7rJzh/view?usp=sharing,https://drive.google.com/uc?export=view&id=10tLMrwL5_5sqRN8MlPBCk56rvDU7rJzh,"1,164",N,506-1006,6,
Austin City Lofts,1,1,FALSE,A1 – BULL CREEK,https://drive.google.com/file/d/1PYdLoSmKEBH1wftjzReLUxLPF01A-eT3/view?usp=sharing,https://drive.google.com/uc?export=view&id=1PYdLoSmKEBH1wftjzReLUxLPF01A-eT3,1109,SWc,102,1,
Austin City Lofts,2,2,FALSE,C1 – TRINITY,https://drive.google.com/file/d/1AbpmJLwFUJ19J6Dosby3F5JZWZ5vhSch/view?usp=sharing,https://drive.google.com/uc?export=view&id=1AbpmJLwFUJ19J6Dosby3F5JZWZ5vhSch,"1,584",SWc,501-1001,6,
Austin City Lofts,2,2,FALSE,C2 – RED RIVER,https://drive.google.com/file/d/11_Uaqz-Mg2CMil1UouYXgf_sCGWwjzw8/view?usp=sharing,https://drive.google.com/uc?export=view&id=11_Uaqz-Mg2CMil1UouYXgf_sCGWwjzw8,"1,521",S,503-1003,6,
Austin City Lofts,2,2,FALSE,C3 – COLORADO,https://drive.google.com/file/d/1Cc-au8AsEA868BHP2drYwl1UWycs54mL/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Cc-au8AsEA868BHP2drYwl1UWycs54mL,"1,517",S,505-1005,6,
Austin City Lofts,2,2,FALSE,C6 – SABINE,https://drive.google.com/file/d/1DrhRcQn-akoMZXlBIHcAG2-hx6taKfz-/view?usp=sharing,https://drive.google.com/uc?export=view&id=1DrhRcQn-akoMZXlBIHcAG2-hx6taKfz-,"2,405",NESc,508-1008,6,
Austin City Lofts,2,2,FALSE,D1 – BOWIE,https://drive.google.com/file/d/1slFsvyZ6Ux8SizJUloET8LvuVsDcjLhG/view?usp=sharing,https://drive.google.com/uc?export=view&id=1slFsvyZ6Ux8SizJUloET8LvuVsDcjLhG,"1,453",N,502-1002,6,
Austin City Lofts,2,2,FALSE,E2 – AUSTIN,https://drive.google.com/file/d/1lQRlDHPovJRQuSQFyFuICXOEITNUXjIW/view?usp=sharing,https://drive.google.com/uc?export=view&id=1lQRlDHPovJRQuSQFyFuICXOEITNUXjIW,"2,217",S,"1102, 1202, 1109, 1209",4,
Austin City Lofts,2,2,FALSE,E3 – CONGRESS,https://drive.google.com/file/d/1a78WcrEteXyDjv_BnpAR8ZdVru9Fihmd/view?usp=sharing,https://drive.google.com/uc?export=view&id=1a78WcrEteXyDjv_BnpAR8ZdVru9Fihmd,"2,337",S,"1103, 1203, 1104, 1204, 1105, 1205, 1106, 1206, 1107, 1207, 1108, 1208",12,
Austin City Lofts,2,2,FALSE,E6 – TEXAS,https://drive.google.com/file/d/1NkXBP3jUEm0Ch7Axs4RiPoACOfJF_CkO/view?usp=sharing,https://drive.google.com/uc?export=view&id=1NkXBP3jUEm0Ch7Axs4RiPoACOfJF_CkO,"3,031",S,"1110, 1210",2,
Austin City Lofts,2,2,FALSE,A2 – SHOAL CREEK,https://drive.google.com/file/d/1xuF9_DPrAcHvUx_nbWbBi0Yh1Wat8MB2/view?usp=sharing,https://drive.google.com/uc?export=view&id=1xuF9_DPrAcHvUx_nbWbBi0Yh1Wat8MB2,"1,604",SWc,202-402,3,
Austin City Lofts,2,2,FALSE,B1 – BARTON CREEK,https://drive.google.com/file/d/1FYztJc8PxDxAKHr1TJXHolds_ieGgRnw/view?usp=sharing,https://drive.google.com/uc?export=view&id=1FYztJc8PxDxAKHr1TJXHolds_ieGgRnw,"1,904",NWc,101,1,
