Building,Bed,Bath,Study,Floor Plan,URL,Floor Plan Viewer,SF,Orientation,Unit Numbers,Quantity,
Austin City Lofts,2,2,FALSE,B2 – QUAIL CREEK,https://drive.google.com/file/d/1nf_VItF7Bjv5jyoaC9otZ3RHiK1crEuf/view?usp=sharing,https://drive.google.com/uc?export=view&id=1nf_VItF7Bjv5jyoaC9otZ3RHiK1crEuf,"1,914",NWc,201-401,3,
Austin City Lofts,3,3.5,FALSE,E1 – CAPITOL,https://drive.google.com/file/d/1A3vlfiIx_hC9qHm5daydRyBytP7nVlIs/view?usp=sharing,https://drive.google.com/uc?export=view&id=1A3vlfiIx_hC9qHm5daydRyBytP7nVlIs,"3,013",SWc,"1101, 1201",2,
360 Condos,1,1,FALSE,A1,https://drive.google.com/file/d/1wkAkXYJ1Eb2wcSnWik5bzDM5VL-UoeEV/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1wkAkXYJ1Eb2wcSnWik5bzDM5VL-UoeEV,748,W,1106-4306,33,
360 Condos,1,1,FALSE,A2,https://drive.google.com/file/d/18-bD7i-HoGcAm6U2oQRK83aXYNDD7U1R/view?usp=drive_link,https://drive.google.com/uc?export=view&id=18-bD7i-HoGcAm6U2oQRK83aXYNDD7U1R,715,W,910-1610,8,
360 Condos,1,1,FALSE,A3,https://drive.google.com/file/d/1RzZbhvaLKmfGf53Te-ZcG6naqF71lXp_/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1RzZbhvaLKmfGf53Te-ZcG6naqF71lXp_,732,W,1008-4308,34,
360 Condos,1,1,FALSE,A4,https://drive.google.com/file/d/1z4bIxKJM67M3h2p2VTWXPMjBIcLrm9Dq/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1z4bIxKJM67M3h2p2VTWXPMjBIcLrm9Dq,728,E,903-4203,34,
360 Condos,1,1,FALSE,A5,https://drive.google.com/file/d/1Tu91jWG6t4zED9rYzbDZ7lMI4dR8FY9r/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Tu91jWG6t4zED9rYzbDZ7lMI4dR8FY9r,770,NWc,1810-4310,26,
360 Condos,1,1,FALSE,A6,https://drive.google.com/file/d/1Ei35mZnzLsBo5NlVR71JxmSzaQAkF_L2/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Ei35mZnzLsBo5NlVR71JxmSzaQAkF_L2,760,N,918-1618,8,
360 Condos,1,1,FALSE,A7,https://drive.google.com/file/d/1lflh91lby4tnGLLo8uuzrce04g0saoo7/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1lflh91lby4tnGLLo8uuzrce04g0saoo7,744,E,1009-1609,7,
360 Condos,1,1,FALSE,A7A,https://drive.google.com/file/d/18l2awaWA_0MWgE0qG-wyp_tIRH4nDSFC/view?usp=drive_link,https://drive.google.com/uc?export=view&id=18l2awaWA_0MWgE0qG-wyp_tIRH4nDSFC,744,E,909,1,
360 Condos,1,1,FALSE,A8,https://drive.google.com/file/d/11E2gL2I-a0gagSqoOFBpe3kCKHm9OpUO/view?usp=drive_link,https://drive.google.com/uc?export=view&id=11E2gL2I-a0gagSqoOFBpe3kCKHm9OpUO,785,E,915-1615,8,
360 Condos,1,1,FALSE,A9,https://drive.google.com/file/d/1rLDnpw2XlMvnRT_q4J8wEWrhKGKtFyIe/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1rLDnpw2XlMvnRT_q4J8wEWrhKGKtFyIe,801,SEc,901-4201,34,
360 Condos,1,1,FALSE,A10,https://drive.google.com/file/d/14b2zMVjk9UhPceiW_BT7rdtg_m9OzaGK/view?usp=drive_link,https://drive.google.com/uc?export=view&id=14b2zMVjk9UhPceiW_BT7rdtg_m9OzaGK,832,W,914-1514,7,
360 Condos,1,1,FALSE,A11,https://drive.google.com/file/d/1rgnbJahYR5LQsKxAEG4AhjLxHMsn7zN9/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1rgnbJahYR5LQsKxAEG4AhjLxHMsn7zN9,812,W,912-1512,7,
360 Condos,1,1,FALSE,A12,https://drive.google.com/file/d/1mXOfeqjwMdrsHPObllfSKymxqtA892JD/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1mXOfeqjwMdrsHPObllfSKymxqtA892JD,852,E,907-4207,34,
360 Condos,1,1,FALSE,A13,https://drive.google.com/file/d/1o8F51Zl6IPfBETk4nBD4e1K4_HgTragM/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1o8F51Zl6IPfBETk4nBD4e1K4_HgTragM,861,E,913-1613,8,
360 Condos,1,1.5,TRUE,A15,https://drive.google.com/file/d/18MNNyZGOhlXoJ2EhD939y7ERsrz4Yo2Y/view?usp=drive_link,https://drive.google.com/uc?export=view&id=18MNNyZGOhlXoJ2EhD939y7ERsrz4Yo2Y,887,NEc,1711,1,
360 Condos,2,2,FALSE,B1E,https://drive.google.com/file/d/1ZOD7y6sRpjIFTvjQTfBwouOY2BxVtMlU/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ZOD7y6sRpjIFTvjQTfBwouOY2BxVtMlU,"1,115",NEc,917-1617,8,
360 Condos,2,2,FALSE,B1W,https://drive.google.com/file/d/18Ev3WO-Fqen9LAauREGdOL456ERfs9FZ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=18Ev3WO-Fqen9LAauREGdOL456ERfs9FZ,"1,117",NWc,916-1616,8,
360 Condos,2,2,FALSE,B2,https://drive.google.com/file/d/1TBxt64rocX9ecqFHOOuzYqqNLymCa_ZR/view?usp=sharing,https://drive.google.com/uc?export=view&id=1TBxt64rocX9ecqFHOOuzYqqNLymCa_ZR,"1,244",E,1709-4209,26,
360 Condos,2,2,FALSE,B3,https://drive.google.com/file/d/1f_sVAdOtfC-rzLrchkKB7Yajx5ftBO7M/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1f_sVAdOtfC-rzLrchkKB7Yajx5ftBO7M,"1,059",SWc,1102-4202,32,
360 Condos,2,2,FALSE,B4,https://drive.google.com/file/d/1V8lCc_hLjKPdWSwo7oh5ps3Rtt3PoHlQ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1V8lCc_hLjKPdWSwo7oh5ps3Rtt3PoHlQ,"1,225",E,905-4205,34,
360 Condos,2,2,FALSE,B5,https://drive.google.com/file/d/1cnyuhsuQmCvruVzkrubQRgJOzbkG_xlo/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1cnyuhsuQmCvruVzkrubQRgJOzbkG_xlo,"1,221",E,911-1611,8,
360 Condos,2,2,FALSE,B6,https://drive.google.com/file/d/1jNixp3__QGKSOey3fE04PiRMGCqPoITV/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jNixp3__QGKSOey3fE04PiRMGCqPoITV,"1,280",NEc,1811-4211,25,
360 Condos,2,2,FALSE,B7,https://drive.google.com/file/d/1AsxxhuAWbewvYvI5fUGaORRJP3L8znln/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1AsxxhuAWbewvYvI5fUGaORRJP3L8znln,"1,516",W,1612,1,
360 Condos,2,2,FALSE,B8,https://drive.google.com/file/d/1xxzJckUNaBzI1W1q-Mqe1p4Wlp5EzDvr/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1xxzJckUNaBzI1W1q-Mqe1p4Wlp5EzDvr,998,W,1104-4304,33,
360 Condos,2,2,FALSE,PH1,https://drive.google.com/file/d/1-ReiG1-5DwZ2UYWBzqy1halPR7Lj5ZSQ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1-ReiG1-5DwZ2UYWBzqy1halPR7Lj5ZSQ,"2,022",SWc,4302,1,
360 Condos,2,2,TRUE,PH4,https://drive.google.com/file/d/1bZwxqyf_7CWZWnDhPl9otIJfwjH3-xW0/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1bZwxqyf_7CWZWnDhPl9otIJfwjH3-xW0,"2,523",NEc,4309,1,
360 Condos,2,2.5,TRUE,PH3 ,https://drive.google.com/file/d/1RU6b5BCwpIUnh-OBwV0lhCHko41VRmHJ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1RU6b5BCwpIUnh-OBwV0lhCHko41VRmHJ,"2,070",E,4305,1,
360 Condos,3,2,FALSE,PH2,https://drive.google.com/file/d/18Kzh5cAv_ogN_gWGDs_qZb6QB5treymg/view?usp=drive_link,https://drive.google.com/uc?export=view&id=18Kzh5cAv_ogN_gWGDs_qZb6QB5treymg,"2,571",SEc,"4,301",1,
W Residences,1,1,FALSE,1A,https://drive.google.com/file/d/1bWnIiNYdIeTIV5bg4OY1-8_bp2gWkjNC/view?usp=sharing,https://drive.google.com/uc?export=view&id=1bWnIiNYdIeTIV5bg4OY1-8_bp2gWkjNC,641,"S, N","1806, 2006; 1809, 1909, 2209, 2309, 2409, 2609, 2709, 2809, 3109, 3209 ",12,
W Residences,1,1,FALSE,1B,https://drive.google.com/file/d/10pqCCnChqXmw9CX1T3NNR__UbyXbezdE/view?usp=sharing,https://drive.google.com/uc?export=view&id=10pqCCnChqXmw9CX1T3NNR__UbyXbezdE,642,N,"1812, 2012, 2212, 2612, 3012, 3212",6,
W Residences,1,1,FALSE,1C,https://drive.google.com/file/d/17O6CR4W6ZYRyihubt_rnWoHKh2GO2PlL/view?usp=sharing,https://drive.google.com/uc?export=view&id=17O6CR4W6ZYRyihubt_rnWoHKh2GO2PlL,840,SEc,"1801, 1901, 2601, 2801",4,
W Residences,1,1,FALSE,1D,https://drive.google.com/file/d/1P-dYZMan6N0s1yMpyxRsnGJb1GI5ZdEi/view?usp=sharing,https://drive.google.com/uc?export=view&id=1P-dYZMan6N0s1yMpyxRsnGJb1GI5ZdEi,888,NEc,"1813, 2013, 2213, 2613, 3013, 3213",6,
W Residences,1,1.5,FALSE,1E,https://drive.google.com/file/d/1YCf2PeIW6QxUnR4V0MXJ5FC-cS4Vf0pq/view?usp=sharing,https://drive.google.com/uc?export=view&id=1YCf2PeIW6QxUnR4V0MXJ5FC-cS4Vf0pq,"1,059",S,"2003, 2203, 2303, 2403, 2603, 2703, 2803, 3003, 3103, 3203",10,
W Residences,1,2,TRUE,1F,https://drive.google.com/file/d/1rD4EDuwnLEIuvbm4nBJLJjvp1z8qHI7f/view?usp=sharing,https://drive.google.com/uc?export=view&id=1rD4EDuwnLEIuvbm4nBJLJjvp1z8qHI7f,"1,068",S,"1802, 1902, 2004, 2005, 2204, 2304, 2404, 2602, 2604, 2704, 2705, 2802, 2804, 3004, 3104, 3204, 3205",17,
W Residences,2,2,FALSE,2A,https://drive.google.com/file/d/1Pfsef6rmoePphj07_l6jb85uBQGi1yBm/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Pfsef6rmoePphj07_l6jb85uBQGi1yBm,"1,579",NWc,"1808, 1908, 2208, 2308, 2408, 2608, 2708, 2808, 3008, 3108, 3208, 3304",12,
W Residences,2,2,FALSE,2B,https://drive.google.com/file/d/1uhpH3V2zNg5k6Xan1UspbEMScOt1Hn7t/view?usp=sharing,https://drive.google.com/uc?export=view&id=1uhpH3V2zNg5k6Xan1UspbEMScOt1Hn7t,"1,521",SWc,"1807, 2007",2,
W Residences,2,2.5,FALSE,2C,https://drive.google.com/file/d/1HYh0FYjGN7Tb61xz7a1ouY9U_BJgyvRM/view?usp=sharing,https://drive.google.com/uc?export=view&id=1HYh0FYjGN7Tb61xz7a1ouY9U_BJgyvRM,"1,423",N,"1810-2010, 2210-2410, 2610-2810, 3110; 1811-2011, 2211-2411, 2611-2811, 3111",20,
W Residences,3,2.5,FALSE,2D,https://drive.google.com/file/d/1uxbR0MR2VvufrXzzo3Nb-vLQW1mAxa6J/view?usp=sharing,https://drive.google.com/uc?export=view&id=1uxbR0MR2VvufrXzzo3Nb-vLQW1mAxa6J,"1,587",NWc,"1912, 2106, 2312, 2412, 2506, 2712, 2812, 2906, 3112, 3306, 3406",11,
W Residences,4,2.5,FALSE,2E,https://drive.google.com/file/d/1r885wEM-x8G2ufB7DCgx-0kjlUACWZyu/view?usp=sharing,https://drive.google.com/uc?export=view&id=1r885wEM-x8G2ufB7DCgx-0kjlUACWZyu,"1,953",SEc,"2001-2601, 2701, 2901-3401",13,
W Residences,3,3,TRUE,3A,https://drive.google.com/file/d/1VI_zNWsicH2xb4Idns3ZIxKS97z5i6C6/view?usp=sharing,https://drive.google.com/uc?export=view&id=1VI_zNWsicH2xb4Idns3ZIxKS97z5i6C6,"2,223",NWc,"2008, 2104, 2504, 2904, 3404",5,
W Residences,3,3,FALSE,3B,https://drive.google.com/file/d/1EQJC0oZNLT6efW135RrJWbL12W7nNHOV/view?usp=sharing,https://drive.google.com/uc?export=view&id=1EQJC0oZNLT6efW135RrJWbL12W7nNHOV,"2,162",SWc,"1906, 2103, 2503, 2706, 2903, 3206, 3303, 3403",8,
W Residences,3,2.5,TRUE,3E,https://drive.google.com/file/d/1rFLqXDyl_YtJ7Q_esQ7JmkHFcqKEmdCY/view?usp=sharing,https://drive.google.com/uc?export=view&id=1rFLqXDyl_YtJ7Q_esQ7JmkHFcqKEmdCY,"3,229",SWc,"2206, 2306, 2406, 2606, 2805, 3006, 3106",7,
W Residences,3,3.5,TRUE,3C,https://drive.google.com/file/d/1ENBulAmKh1urGwBsrxE85SnPw1Cr8Swl/view?usp=sharing,https://drive.google.com/uc?export=view&id=1ENBulAmKh1urGwBsrxE85SnPw1Cr8Swl,"2,871",N,"2105, 2505, 2905, 3210, 3405",5,
W Residences,3,3.5,TRUE,3D,https://drive.google.com/file/d/1uH-arcTaCHtbqYpLbdHqgZ7vMkUHsk4s/view?usp=sharing,https://drive.google.com/uc?export=view&id=1uH-arcTaCHtbqYpLbdHqgZ7vMkUHsk4s,"3,180",S,"1803, 1903, 2102, 2502, 2902, 3302, 3402",7,
W Residences,3,3.5,FALSE,PH1,https://drive.google.com/file/d/1F861iT1efrWD1Ps6LZ51CY4jMTP-OXD7/view?usp=sharing,https://drive.google.com/uc?export=view&id=1F861iT1efrWD1Ps6LZ51CY4jMTP-OXD7,"3,562",NWc,3503-3703,3,
W Residences,3,3.5,FALSE,PH2,https://drive.google.com/file/d/1gH7ttH2cDsBVHuA_ughU-HbA7-tzoZjL/view?usp=sharing,https://drive.google.com/uc?export=view&id=1gH7ttH2cDsBVHuA_ughU-HbA7-tzoZjL,"2,899",NEc,3504-3704,3,
W Residences,3,3.5,FALSE,PH3-1,https://drive.google.com/file/d/18zk-DlXlcStIMHMdG198w-oV0nIm-_3T/view?usp=sharing,https://drive.google.com/uc?export=view&id=18zk-DlXlcStIMHMdG198w-oV0nIm-_3T,"3,649",SEc,3501-3701,3,
W Residences,3,3.5,FALSE,PH-4,https://drive.google.com/file/d/1ZieFw4TxZaMTpFRfL8J_8it6Ax6Vf3Gw/view?usp=sharing,https://drive.google.com/uc?export=view&id=1ZieFw4TxZaMTpFRfL8J_8it6Ax6Vf3Gw,"3,817",SWc,3502-3702,3,
W Residences,4,4.5,FALSE,,,,"3,709",N,"3009, 3305",2,
The Austonian,1,1.5,FALSE,UNIT A,https://drive.google.com/file/d/1qy1Z0mlsN3C75tRIpkPFWG4Hq4hMtNrw/view?usp=sharing,https://drive.google.com/uc?export=view&id=1qy1Z0mlsN3C75tRIpkPFWG4Hq4hMtNrw,"1,225",W,"11A-30A, 32A, 33A, 35A, 37A, 39A, 40A",36,
The Austonian,1,1.5,FALSE,UNIT B,https://drive.google.com/file/d/1HyqLYp03_vcLnLuCz9TWLjE7WQnmdns_/view?usp=sharing,https://drive.google.com/uc?export=view&id=1HyqLYp03_vcLnLuCz9TWLjE7WQnmdns_,"1,295",E,11B-24B,14,
The Austonian,2,2,FALSE,UNIT C,https://drive.google.com/file/d/1xuPy-wfdOCbgn5wSpszk6s6SNngMP7V6/view?usp=sharing,https://drive.google.com/uc?export=view&id=1xuPy-wfdOCbgn5wSpszk6s6SNngMP7V6,"1,464",SWc,"11C-20C, 22C-30C, 32C-40C",28,
The Austonian,2,2,FALSE,UNIT D,https://drive.google.com/file/d/1uHbHjvnrEo4sFh4rQS9LS22VpqPDspDD/view?usp=sharing,https://drive.google.com/uc?export=view&id=1uHbHjvnrEo4sFh4rQS9LS22VpqPDspDD,"1,609",NEc,11D-24D,14,
The Austonian,2,2,TRUE,UNIT E,https://drive.google.com/file/d/1dKj-2WHT2COVxYiSGMNKPBjaldy-ts-3/view?usp=sharing,https://drive.google.com/uc?export=view&id=1dKj-2WHT2COVxYiSGMNKPBjaldy-ts-3,"1,918",NWc,"11E-17E, 20E, 21E, 23E-25E, 28E-30E, 32E, 35E, 37E, 39E, 40E",20,
The Austonian,2,2.5,FALSE,UNIT F,https://drive.google.com/file/d/1hQ_aKDKG2jOROYkqAFmuaaCT5uW9UdFz/view?usp=sharing,https://drive.google.com/uc?export=view&id=1hQ_aKDKG2jOROYkqAFmuaaCT5uW9UdFz,"1,926",SEc,11F-24F,14,
The Austonian,2,2.5,TRUE,UNIT G,https://drive.google.com/file/d/1UavXOR_Tr24UcJXMiCXQcwhr6sN4a_Lw/view?usp=sharing,https://drive.google.com/uc?export=view&id=1UavXOR_Tr24UcJXMiCXQcwhr6sN4a_Lw,"1,920",NEc,"25G, 28G-30G, 32G, 34G-40G",12,
The Austonian,2,2.5,FALSE,UNIT Q,https://drive.google.com/file/d/19vn3kX0ydfAUjwKlp7K0DF3C-Rw0dJ82/view?usp=sharing,https://drive.google.com/uc?export=view&id=19vn3kX0ydfAUjwKlp7K0DF3C-Rw0dJ82,"2,234",W,41Q-43Q,4,
The Austonian,2,2.5,FALSE,UNIT R,https://drive.google.com/file/d/1Ih40hnKpvjDknYJFeITBqxYp-ThOPQZl/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Ih40hnKpvjDknYJFeITBqxYp-ThOPQZl,"2,616",SEWc,41R-43R,4,
The Austonian,3,3.5,TRUE,UNIT H,https://drive.google.com/file/d/1WdLZVxIpWLk1aWuN0jED3bXxLcwllFv7/view?usp=sharing,https://drive.google.com/uc?export=view&id=1WdLZVxIpWLk1aWuN0jED3bXxLcwllFv7,"2,898",SEc,"25H-30H, 32H-40H",15,
The Austonian,3,3.5,FALSE,UNIT S,https://drive.google.com/file/d/1GQRVBQdCJdNi2rVPnZhWv3z7FSAQpVyn/view?usp=sharing,https://drive.google.com/uc?export=view&id=1GQRVBQdCJdNi2rVPnZhWv3z7FSAQpVyn,"3,277",NEWc,41S-43S,4,
The Austonian,3,3.5,TRUE,UNIT T,https://drive.google.com/file/d/1Z3TNPNCkVDHZHC_7otcq6FVPhlP8RGwL/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Z3TNPNCkVDHZHC_7otcq6FVPhlP8RGwL,"4,050",NEWc,45T-50T,6,
The Austonian,3,3.5,TRUE,UNIT U,https://drive.google.com/file/d/1hQxfTrlZY4tuxvtpRgxW6-kAAl4xdgR1/view?usp=sharing,https://drive.google.com/uc?export=view&id=1hQxfTrlZY4tuxvtpRgxW6-kAAl4xdgR1,"4,138",SEWc,45U-50U,6,
The Austonian,3,3.5,TRUE,44J,https://drive.google.com/file/d/1hY3eiRRrsOoVnJXHGSt4e-B3rDyMZAYT/view?usp=sharing,https://drive.google.com/uc?export=view&id=1hY3eiRRrsOoVnJXHGSt4e-B3rDyMZAYT,"4,326",SEWc,44J,1,
The Austonian,4,3.5,TRUE,PH-52CD,https://drive.google.com/file/d/1rZoq2Y4eORDBPK_opvZ7imt4qqWxFvSd/view?usp=sharing,https://drive.google.com/uc?export=view&id=1rZoq2Y4eORDBPK_opvZ7imt4qqWxFvSd,"3,762",,52CD,1,
The Austonian,4,4.5,TRUE,PH-52AB,https://drive.google.com/file/d/1kizjktZBxoim6w-NNoZ-TpNLm4gwH8UO/view?usp=sharing,https://drive.google.com/uc?export=view&id=1kizjktZBxoim6w-NNoZ-TpNLm4gwH8UO,"3,896",,52AB,1,
The Austonian,4,4.5,TRUE,PH-53SR,https://drive.google.com/file/d/14uo0_bprGCRI8pKJTPeo7wKXGNZrjVPr/view?usp=sharing,https://drive.google.com/uc?export=view&id=14uo0_bprGCRI8pKJTPeo7wKXGNZrjVPr,"4,465",,53SR,1,
The Austonian,3,3.5,TRUE,PH-54JP,https://drive.google.com/file/d/17WbCKbs6aHN-I7X7cnjKYyOT8jOxBI4l/view?usp=sharing,https://drive.google.com/uc?export=view&id=17WbCKbs6aHN-I7X7cnjKYyOT8jOxBI4l,"4,442",,54JP,1,
The Austonian,4,4.5,TRUE,PH-54GP,https://drive.google.com/file/d/1NnTfg5nB1_4wkNkLxRsxVLF4SRwCXuD8/view?usp=sharing,https://drive.google.com/uc?export=view&id=1NnTfg5nB1_4wkNkLxRsxVLF4SRwCXuD8,"3,161",,54GP,1,
70 Rainey,1,1,FALSE,M1,https://drive.google.com/file/d/1N5vyrelOOHexFDkPhgJUkAotw4tW3LcF/view?usp=sharing,https://drive.google.com/uc?export=view&id=1N5vyrelOOHexFDkPhgJUkAotw4tW3LcF,400,E,1205-1505,4,
70 Rainey,1,1,FALSE,M2,https://drive.google.com/file/d/1L5UPBp3os6wcQTvl1Ppz-soIFG5aRLW7/view?usp=sharing,https://drive.google.com/uc?export=view&id=1L5UPBp3os6wcQTvl1Ppz-soIFG5aRLW7,427,E,1207-1507,4,
70 Rainey,1,1,FALSE,A1,https://drive.google.com/file/d/1iW2jMTnvuTyTOHv7EPohHq3flwKIPxD8/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1iW2jMTnvuTyTOHv7EPohHq3flwKIPxD8,718,N,"1210-1510, 1609-2209",11,
70 Rainey,1,1,FALSE,A2 ,https://drive.google.com/file/d/18mIzVXPzxFgKpAmeMpHaxMQGQo0d132g/view?usp=sharing,https://drive.google.com/uc?export=view&id=18mIzVXPzxFgKpAmeMpHaxMQGQo0d132g,663,E,1203-3103,20,
70 Rainey,1,1,FALSE,A3 - A,https://drive.google.com/file/d/125zaK1x4-O5peFwlGEUQBMxf33TdmO8h/view?usp=sharing,https://drive.google.com/uc?export=view&id=125zaK1x4-O5peFwlGEUQBMxf33TdmO8h,837,E,"1605, 1705",2,
70 Rainey,1,1.5,FALSE,A3,https://drive.google.com/file/d/12QRmoYxUS4g6yjezC8gwYvyH2JxrSMMv/view?usp=sharing,https://drive.google.com/uc?export=view&id=12QRmoYxUS4g6yjezC8gwYvyH2JxrSMMv,837,E,1805-3105,14,
70 Rainey,2,2,FALSE,B1,https://drive.google.com/file/d/1CplSsGqbhFn3XC1JE8GQvEysqgUV-PLF/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1CplSsGqbhFn3XC1JE8GQvEysqgUV-PLF,1128,NEc,"1209-1509, 1607-3107",20,
70 Rainey,2,2,FALSE,C1,https://drive.google.com/file/d/1RoZSISUtC0RNca2oHiGla7sC6G8HxBfr/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1RoZSISUtC0RNca2oHiGla7sC6G8HxBfr,1154,SWc,1202-2202,11,
70 Rainey,2,2,FALSE,C2,https://drive.google.com/file/d/19tD9bbYQRMH7l_hb3qcRQSKX25hv59rc/view?usp=sharing,https://drive.google.com/uc?export=view&id=19tD9bbYQRMH7l_hb3qcRQSKX25hv59rc,1321,W,"1204-2204, 2302-3102",20,
70 Rainey,2,2,FALSE,C3,https://drive.google.com/file/d/1zzz40u5IXg8wTcejKMKr4qBAP2wePdkS/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1zzz40u5IXg8wTcejKMKr4qBAP2wePdkS,1434,NWc,1208-2208,11,
70 Rainey,2,2,TRUE,D1,https://drive.google.com/file/d/1DMcH4OhI-y_76aA7nqRGe5b8XfOLPxrZ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1DMcH4OhI-y_76aA7nqRGe5b8XfOLPxrZ,1697,SEc,1201-2201,11,
70 Rainey,2,3,TRUE,D2,https://drive.google.com/file/d/1bmt37O4mL_j4vOTzqG0LO2brd3M5FuZu/view?usp=sharing,https://drive.google.com/uc?export=view&id=1bmt37O4mL_j4vOTzqG0LO2brd3M5FuZu,1743,W,2106,1,
