Building,Bed,Bath,Study,Floor Plan,URL,Floor Plan Viewer,SF,Orientation,Unit Numbers,Quantity,
70 Rainey,2,3,TRUE,D2-A,https://drive.google.com/file/d/1bmt37O4mL_j4vOTzqG0LO2brd3M5FuZu/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1bmt37O4mL_j4vOTzqG0LO2brd3M5FuZu,1743,W,"1206-2006, 2206, 2304-3104",19,
70 Rainey,3,3,FALSE,E1,https://drive.google.com/file/d/1q0ppUmsIrFRINK7-9RDXHWvzfPEHzCtu/view?usp=sharing,https://drive.google.com/uc?export=view&id=1q0ppUmsIrFRINK7-9RDXHWvzfPEHzCtu,2179,NWc,2306,1,
70 Rainey,3,3,FALSE,E1-A,https://drive.google.com/file/d/1s4ueQn-Ymw-nuEmsAHnB_CKUIQPeHYeY/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1s4ueQn-Ymw-nuEmsAHnB_CKUIQPeHYeY,2179,NWc,2406-3106,8,
70 Rainey,3,3,TRUE,E2,https://drive.google.com/file/d/1aJnI4lcYAB4HdNz6a6IBW4qSSAFbqcZ4/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1aJnI4lcYAB4HdNz6a6IBW4qSSAFbqcZ4,2851,SEWc,2301-3101,11,
70 Rainey,3,3,TRUE,PH1,https://drive.google.com/file/d/1e26IBcjuf7rYace_cXZ3x61738Q_ZRl7/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1e26IBcjuf7rYace_cXZ3x61738Q_ZRl7,2978,SEWc,3201,1,
70 Rainey,3,3.5,FALSE,PH2,https://drive.google.com/file/d/1Qj2N58PPaj8hch5mM-829GEi-Uuh525X/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Qj2N58PPaj8hch5mM-829GEi-Uuh525X,2850,W,3202,1,
70 Rainey,3,3.5,TRUE,PH3,https://drive.google.com/file/d/1nRvqOPqoZfzpP-8Vz9T-vKUQtp_jXLy6/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1nRvqOPqoZfzpP-8Vz9T-vKUQtp_jXLy6,3684,E,3203-3303,2,
70 Rainey,3,3.5,TRUE,PH6,https://drive.google.com/file/d/1B5Nk6rIQ_4JvmCWGA0vptXaLj5-SUPu6/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1B5Nk6rIQ_4JvmCWGA0vptXaLj5-SUPu6,3367,W,3302,1,
70 Rainey,3,3.5,TRUE,PH5,https://drive.google.com/file/d/1kEikb7h4hS3dWeWIBCGo3uokzVszYh9m/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1kEikb7h4hS3dWeWIBCGo3uokzVszYh9m,3447,SEWc,3301,1,
70 Rainey,3,3,TRUE,PH4,https://drive.google.com/file/d/1qKLvnUf7bB1BsVAcdWUyHb0tQC-F4ox1/view?usp=sharing,https://drive.google.com/uc?export=view&id=1qKLvnUf7bB1BsVAcdWUyHb0tQC-F4ox1,3304,NEWc,3204,1,
70 Rainey,3,3.5,TRUE,PH7,https://drive.google.com/file/d/1Hd5D61mh7xCBUbOapPdWDN2LeP9iRyBJ/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Hd5D61mh7xCBUbOapPdWDN2LeP9iRyBJ,3862,NEWc,3304,1,
44 East,0,1,FALSE,A1,https://drive.google.com/file/d/1gm_1gH_JCMP5A-7Oh9mk1i6lHo4qnrOR/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1gm_1gH_JCMP5A-7Oh9mk1i6lHo4qnrOR,481,N,"1406, 2106, 2206, 2806, 2906",5,
44 East,0,1,FALSE,A1.1,https://drive.google.com/file/d/17yH312WYLK4RJUtxj6eU8iS0e7yrPgFI/view?usp=sharing,https://drive.google.com/uc?export=view&id=17yH312WYLK4RJUtxj6eU8iS0e7yrPgFI,537,N,3804,1,
44 East,0,1,FALSE,A1.2,https://drive.google.com/file/d/1zATjB698ewPM8k-Om8pD4EpVv5YSEZdn/view?usp=sharing,https://drive.google.com/uc?export=view&id=1zATjB698ewPM8k-Om8pD4EpVv5YSEZdn,538,N,"1206, 1306, 1506-2006, 2306-2706, 3006, 3106",15,
44 East,1,1,FALSE,A2S,https://drive.google.com/file/d/1sDan3QoK8gifd1Yu8pesSwixpbbA1gn3/view?usp=sharing,https://drive.google.com/uc?export=view&id=1sDan3QoK8gifd1Yu8pesSwixpbbA1gn3,618,W,1203-3103,20,
44 East,1,1,FALSE,A2.1S,https://drive.google.com/file/d/1uJuODpra55Ac4Iw930aEo4gv0BtI3bob/view?usp=sharing,https://drive.google.com/uc?export=view&id=1uJuODpra55Ac4Iw930aEo4gv0BtI3bob,633,W,3703-3803,2,
44 East,1,1,FALSE,A2N,https://drive.google.com/file/d/1W6Dy4qN6F4ZOUUBzFvWNc45ZOgKYi94m/view?usp=sharing,https://drive.google.com/uc?export=view&id=1W6Dy4qN6F4ZOUUBzFvWNc45ZOgKYi94m,614,W,1204-3104,20,
44 East,1,1,FALSE,A3,https://drive.google.com/file/d/1z-Ik76lSsXwlZAO1hNtoehNjZjV7cS9I/view?usp=sharing,https://drive.google.com/uc?export=view&id=1z-Ik76lSsXwlZAO1hNtoehNjZjV7cS9I,632,W,1202-1902,8,
44 East,1,1,FALSE,A3.1,https://drive.google.com/file/d/1ybDoMJx3C1M0SJjlylH_gLk4K7DaTXqQ/view?usp=sharing,https://drive.google.com/uc?export=view&id=1ybDoMJx3C1M0SJjlylH_gLk4K7DaTXqQ,651,W,3702-3802,2,
44 East,1,1,FALSE,A4,https://drive.google.com/file/d/10kKCOf9qLJ0IZ3I1WnXILAqZmU159yER/view?usp=sharing,https://drive.google.com/uc?export=view&id=10kKCOf9qLJ0IZ3I1WnXILAqZmU159yER,707,S,1211-3111,20,
44 East,2,2,FALSE,B1N,https://drive.google.com/file/d/1cHLjso1mc4yrTlQgLTK-BngFCpmd-QVk/view?usp=sharing,https://drive.google.com/uc?export=view&id=1cHLjso1mc4yrTlQgLTK-BngFCpmd-QVk,793,E,1208-3108,20,
44 East,2,2,FALSE,B1.1N,,#N/A,796,E,"3205-3705, 3806",7,
44 East,2,2,FALSE,B1S,https://drive.google.com/file/d/10A2zHRVwAO6lQ7uw5xhu8R_BczaH1uG3/view?usp=sharing,https://drive.google.com/uc?export=view&id=10A2zHRVwAO6lQ7uw5xhu8R_BczaH1uG3,791,E,1209-3109,20,
44 East,2,2,FALSE,B1.1S,https://drive.google.com/file/d/1f4aJ39-77cEBhmDcPjbuVf64o5eragaU/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1f4aJ39-77cEBhmDcPjbuVf64o5eragaU,796,E,"3206-3706, 3807",7,
44 East,2,2,FALSE,B2,https://drive.google.com/file/d/1mRM9shJjYR2R6Go1to4i8eQdUMiD0mE4/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1mRM9shJjYR2R6Go1to4i8eQdUMiD0mE4,"1,221",NEc,1207-3107,7,
44 East,2,2,FALSE,B2.1,https://drive.google.com/file/d/1f2hSNqXvU0o9vzfRdBSZgfpqcha41Y_E/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1f2hSNqXvU0o9vzfRdBSZgfpqcha41Y_E,"1,172",NEc,"3204-3604, 3805",6,
44 East,2,2,FALSE,B2.2,https://drive.google.com/file/d/1IZVG8CEspBLhSZ9HbFYdv78-2xVvQ3oH/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1IZVG8CEspBLhSZ9HbFYdv78-2xVvQ3oH,"1,216",NEc,3904-4404,6,
44 East,2,2,FALSE,B3,https://drive.google.com/file/d/1g3VQyr9UtWLfBiH69iIunxF7H-P0Vv3m/view?usp=sharing,https://drive.google.com/uc?export=view&id=1g3VQyr9UtWLfBiH69iIunxF7H-P0Vv3m,"1,228",NWc,"1405, 2105, 2205, 2805, 2905",5,
44 East,2,2,FALSE,B3.1,https://drive.google.com/file/d/1p9lt4R3LXm4Hk6ni_5QD6NIlkszSzwlU/view?usp=sharing,https://drive.google.com/uc?export=view&id=1p9lt4R3LXm4Hk6ni_5QD6NIlkszSzwlU,"1,232",NWc,"1205, 1305, 1505-2005, 2305-2705, 3005, 3105",15,
44 East,2,2,FALSE,B4,https://drive.google.com/file/d/1nQ6CFGFELhPdMAua3OKOe5pd-39lPsZm/view?usp=sharing,https://drive.google.com/uc?export=view&id=1nQ6CFGFELhPdMAua3OKOe5pd-39lPsZm,"1,260",SEc,1210-3110,20,
44 East,2,2,FALSE,B5,https://drive.google.com/file/d/1956ekJvy9H-4kEqANdLLVj4tXXCPe0rf/view?usp=sharing,https://drive.google.com/uc?export=view&id=1956ekJvy9H-4kEqANdLLVj4tXXCPe0rf,"1,286",SWc,3701-3801,2,
44 East,2,2,FALSE,B5.1,https://drive.google.com/file/d/1Z7Xi6UdEPqnnS_JWHb-9ZX-ZBdOW6oue/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Z7Xi6UdEPqnnS_JWHb-9ZX-ZBdOW6oue,"1,293",SWc,1201-1901,8,
44 East,2,2,FALSE,B6,https://drive.google.com/file/d/1DrsEtpLkDA_RHSRrBkfiMim1d1AmPc2X/view?usp=sharing,https://drive.google.com/uc?export=view&id=1DrsEtpLkDA_RHSRrBkfiMim1d1AmPc2X,"1,386",W,3202-3602,5,
44 East,2,2,FALSE,B6.1,https://drive.google.com/file/d/1BPgCJ5iq_siPTIjzMvqdOa-4OM2vetcB/view?usp=sharing,https://drive.google.com/uc?export=view&id=1BPgCJ5iq_siPTIjzMvqdOa-4OM2vetcB,"1,411",W,3902-4402,6,
44 East,3,3,FALSE,C0,https://drive.google.com/file/d/1Y3782HEtm0qBw7d1187K4eZvyrK5X6db/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Y3782HEtm0qBw7d1187K4eZvyrK5X6db,"1,258",NEc,3704,1,
44 East,3,3,FALSE,C1,https://drive.google.com/file/d/1Jn2Q4OsD3MBdd7N7D8ZFhLMi9gYvUJmI/view?usp=sharing,https://drive.google.com/uc?export=view&id=1Jn2Q4OsD3MBdd7N7D8ZFhLMi9gYvUJmI,"1,594",E,3905-4405,6,
44 East,3,3,FALSE,C3,https://drive.google.com/file/d/1RPpjY4xugbjnGhFibtcTpREaNQwWFnFA/view?usp=sharing,https://drive.google.com/uc?export=view&id=1RPpjY4xugbjnGhFibtcTpREaNQwWFnFA,"1,993",SEc,"3207-3707, 3808",7,
44 East,3,3,FALSE,C3.1,https://drive.google.com/file/d/1iROR14SQnanbPfOD1YGed8e0ftPTPWuU/view?usp=sharing,https://drive.google.com/uc?export=view&id=1iROR14SQnanbPfOD1YGed8e0ftPTPWuU,"1,999",SEc,3906-4406,6,
44 East,3,3,FALSE,C3.5,https://drive.google.com/file/d/12PUZ_BQgt3B3_3nyweBuu24KY_yabthP/view?usp=sharing,https://drive.google.com/uc?export=view&id=12PUZ_BQgt3B3_3nyweBuu24KY_yabthP,"2,032",SWc,2001-3101,12,
44 East,3,2,FALSE,C0.1,https://drive.google.com/file/d/1Jn2Q4OsD3MBdd7N7D8ZFhLMi9gYvUJmI/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Jn2Q4OsD3MBdd7N7D8ZFhLMi9gYvUJmI,"1,221",NEc,1207,1,
44 East,3,2,FALSE,C2,https://drive.google.com/file/d/1_jHS1hz9Gxa-OnMJ13Jm07LtKlGhJUGk/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1_jHS1hz9Gxa-OnMJ13Jm07LtKlGhJUGk,"1,751",NWc,4203,1,
44 East,3,2,FALSE,C2.1,https://drive.google.com/file/d/1IWLjolhX1haMwhfujjlztAlPrXDMD-5k/view?usp=sharing,https://drive.google.com/uc?export=view&id=1IWLjolhX1haMwhfujjlztAlPrXDMD-5k,"1,762",NWc,3203,1,
44 East,3,2,FALSE,C2.2,https://drive.google.com/file/d/1IaGP4slxpKDU4YAPbvfDPy7pMiT7iGY1/view?usp=sharing,https://drive.google.com/uc?export=view&id=1IaGP4slxpKDU4YAPbvfDPy7pMiT7iGY1,"1,785",NWc,3303-3603,4,
44 East,3,2,FALSE,C2.3,https://drive.google.com/file/d/1hWGa0Cd86lwHg8QPP8evdKsQ7ATV2bVO/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1hWGa0Cd86lwHg8QPP8evdKsQ7ATV2bVO,"1,795",NWc,"3903-4103, 4303, 4403",5,
44 East,3,2,FALSE,C5,https://drive.google.com/file/d/1zZFvZBkYmjrzvFYA5M4xUw97gwjSjpv-/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1zZFvZBkYmjrzvFYA5M4xUw97gwjSjpv-,"2,114",SWc,3201-3601,5,
44 East,3,2,FALSE,C5.1,https://drive.google.com/file/d/1qc3DyJMJr2ZBcVeYt3A5QKlzxzY2gIvH/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1qc3DyJMJr2ZBcVeYt3A5QKlzxzY2gIvH,"2,118",SWc,3901-4401,6,
44 East,3,3,FALSE,PHC4,https://drive.google.com/file/d/1WJWmXiEbfPHVCpzKw-5QR1qYAI-eP8nU/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1WJWmXiEbfPHVCpzKw-5QR1qYAI-eP8nU,"2,085",NEc,4803,1,
44 East,3,3,FALSE,PHC4.1,https://drive.google.com/file/d/1YM3eKZVj5N5YQCRe9HYhHsFZuph9u4Zp/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1YM3eKZVj5N5YQCRe9HYhHsFZuph9u4Zp,"2,106",NEc,4503-4703,3,
44 East,3,3.5,FALSE,PHC6,https://drive.google.com/file/d/14AfvyUwGynETHBFx54g-OYXYifkNi0X3/view?usp=drive_link,https://drive.google.com/uc?export=view&id=14AfvyUwGynETHBFx54g-OYXYifkNi0X3,"2,556",NWc,4502-4702,4,
44 East,3,2.5,TRUE,PHC6.1,https://drive.google.com/file/d/1g5e5CaW6i5Vt6bnBflI7mePITst3V5uw/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1g5e5CaW6i5Vt6bnBflI7mePITst3V5uw,"3,110",NWc,4802,1,
44 East,4,4,FALSE,PHD1,https://drive.google.com/file/d/17PafkSbwVNvd672E8NJJZsV_hu7e7uYT/view?usp=drive_link,https://drive.google.com/uc?export=view&id=17PafkSbwVNvd672E8NJJZsV_hu7e7uYT,"2,858",SEc,4504-4704,4,
44 East,4,4,TRUE,PHD1,https://drive.google.com/file/d/17PafkSbwVNvd672E8NJJZsV_hu7e7uYT/view?usp=drive_link,https://drive.google.com/uc?export=view&id=17PafkSbwVNvd672E8NJJZsV_hu7e7uYT,"3,234",SEc,4804,1,
Natiivo,1,1,FALSE,S1,https://drive.google.com/file/d/1dhq7yBtR7BmZoEhNYsBYBtfMX0oW0pCt/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dhq7yBtR7BmZoEhNYsBYBtfMX0oW0pCt,495,N,1002-3202,23,
Natiivo,1,1,FALSE,A1,https://drive.google.com/file/d/1bcAmWqsQW1FcwqEbVrGAuz7kPwif2c-f/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1bcAmWqsQW1FcwqEbVrGAuz7kPwif2c-f,684,N,1103-3203,22,
Natiivo,1,1,FALSE,A2,https://drive.google.com/file/d/1qFmvSXoJAniH_4iRHVqLjnnFVrro0J6u/view?usp=drive_linkhttps://drive.google.com/file/d/1qFmvSXoJAniH_4iRHVqLjnnFVrro0J6u/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1qFmvSXoJAniH_4iRHVqLjnnFVrro0J6u,706,E,1105-3205,22,
Natiivo,1,1,FALSE,A3,https://drive.google.com/file/d/1jYTa4FuSPUuc9rWJdwM423gAcfFJjDB5/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jYTa4FuSPUuc9rWJdwM423gAcfFJjDB5,794,E,1107-3207,22,
Natiivo,1,1,FALSE,A4,https://drive.google.com/file/d/11QQ_qh-5-qHVVtqLHFd4rgZhJOYyuNNF/view?usp=drive_link,https://drive.google.com/uc?export=view&id=11QQ_qh-5-qHVVtqLHFd4rgZhJOYyuNNF,782,E,1806-3206,15,
Natiivo,1,1,FALSE,A4a,https://drive.google.com/file/d/1ygIc2HM8X-vzP7tQCOyTI8FQ9zdl8nvR/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ygIc2HM8X-vzP7tQCOyTI8FQ9zdl8nvR,782,E,1106-1706,7,
Natiivo,1,1,FALSE,A5,https://drive.google.com/file/d/1_fVRDToF7F_nt9xwlGjxHC-Q0Bxi45Re/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1_fVRDToF7F_nt9xwlGjxHC-Q0Bxi45Re,937,SEc,2208-3208,11,
Natiivo,1,1,FALSE,A7,https://drive.google.com/file/d/14OgPwFlVhKNIbwmz2Cxu58qv-pfFHdIF/view?usp=drive_link,https://drive.google.com/uc?export=view&id=14OgPwFlVhKNIbwmz2Cxu58qv-pfFHdIF,937,NEc,1104-3204,22,
Natiivo,1,1,FALSE,A9,https://drive.google.com/file/d/1MJEMRHYRyW_dDZLPFWWCiSB_3fHgu9ke/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1MJEMRHYRyW_dDZLPFWWCiSB_3fHgu9ke,"1,082",W,1111-3111,21,
Natiivo,2,2,FALSE,B1,https://drive.google.com/file/d/11LUbhe2dx-ENJdDr03KBaGjK4xjnJIHN/view?usp=drive_link,https://drive.google.com/uc?export=view&id=11LUbhe2dx-ENJdDr03KBaGjK4xjnJIHN,"1,069",S,1109-3209,22,
Natiivo,2,2,FALSE,B2,https://drive.google.com/file/d/1q1BoBAAqBSKVU63qKQy4USMgadZILutd/view?usp=sharing,https://drive.google.com/uc?export=view&id=1q1BoBAAqBSKVU63qKQy4USMgadZILutd,"1,472",NWc,1001-3101,22,
Natiivo,2,2,FALSE,B4,https://drive.google.com/file/d/1unQl0vszL2pAZhczZ3eRAucP4ATBvaNl/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1unQl0vszL2pAZhczZ3eRAucP4ATBvaNl,"1,400",SWc,"1110, 1510-3110",17,
Natiivo,2,2,FALSE,B4a,https://drive.google.com/file/d/1CCJ06B920Q8plrqayeYvsAubecSb7OVG/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1CCJ06B920Q8plrqayeYvsAubecSb7OVG,"1,277",SWc,1210-1410,3,
Natiivo,2,2,FALSE,B5,https://drive.google.com/file/d/1ih5UO7-MG_JJ4lOI-lgo51piIbybThpT/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ih5UO7-MG_JJ4lOI-lgo51piIbybThpT,"1,499",NWc,3201,1,
Natiivo,2,2,FALSE,B6,https://drive.google.com/file/d/1dVuXKs4DahfHPztreSTdkpW1vifUmvhD/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dVuXKs4DahfHPztreSTdkpW1vifUmvhD,"1,495",SWc,3210,1,
Four Seasons,1,1,FALSE,MILAN,https://drive.google.com/file/d/1GEX3Jt5CIdRU2sUcwLwLnYBzxeJvsWDE/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1GEX3Jt5CIdRU2sUcwLwLnYBzxeJvsWDE,"1,301",,,,
Four Seasons,1,1,FALSE,PALO ALTO,https://drive.google.com/file/d/1TzEEWeoyTpV2zCtjyPpaSkFQBKl00G2W/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1TzEEWeoyTpV2zCtjyPpaSkFQBKl00G2W,"1,400",,,,
Four Seasons,1,2,TRUE,SHANGHAI,https://drive.google.com/file/d/15EYP65m6WS7JU7GAa2kvowJgE22DzWmq/view?usp=drive_link,https://drive.google.com/uc?export=view&id=15EYP65m6WS7JU7GAa2kvowJgE22DzWmq,"1,414",,,,
Four Seasons,1,2,TRUE,TOKYO,https://drive.google.com/file/d/1dIYKzTq0H0jlu_60YBZWRjDYu243T5lR/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dIYKzTq0H0jlu_60YBZWRjDYu243T5lR,"1,420",,,,
Four Seasons,2,2,FALSE,LISBON,https://drive.google.com/file/d/1dfgn5fqAAKm_zsNtOmkVXyuHMbRci01g/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dfgn5fqAAKm_zsNtOmkVXyuHMbRci01g,"1,684",,,,
Four Seasons,2,2.5,FALSE,ALEXANDRIA,https://drive.google.com/file/d/1HbvjeZESo6WsGYDbiMVS0bWDWQ1cVvPR/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1HbvjeZESo6WsGYDbiMVS0bWDWQ1cVvPR,"1,778",,,,
Four Seasons,2,2.5,FALSE,GENEVA,https://drive.google.com/file/d/1NITNY5TiaME_fChe0MW8HMr6tA_8UXMJ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1NITNY5TiaME_fChe0MW8HMr6tA_8UXMJ,"2,336",,,,
Four Seasons,2,2.5,FALSE,HAMPSHIRE,https://drive.google.com/file/d/1qrjKbjQKQkeIExBudpp5LW12byH5ACri/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1qrjKbjQKQkeIExBudpp5LW12byH5ACri,"2,046",,,,
Four Seasons,2,2.5,FALSE,NEVIS,https://drive.google.com/file/d/1dRJJ3avAig75DLf4Syi1s0xZh4RF4BJ5/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1dRJJ3avAig75DLf4Syi1s0xZh4RF4BJ5,"1,640",,,,
Four Seasons,2,2.5,FALSE,PARIS,https://drive.google.com/file/d/1kDWEvZ4kVmc6dI-jC-GA8uqM4IqVoG6p/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1kDWEvZ4kVmc6dI-jC-GA8uqM4IqVoG6p,"1,661",,,,
Four Seasons,2,2.5,FALSE,PRAGUE,https://drive.google.com/file/d/1-lzz2zN9cPfFE81n1h1-VByESUjEXs6a/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1-lzz2zN9cPfFE81n1h1-VByESUjEXs6a,"1,883",,,,
Four Seasons,2,2.5,FALSE,PROVENCE,https://drive.google.com/file/d/1jd_uUeYztuiJZFxaPMJZ9x-tjdcsGijo/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jd_uUeYztuiJZFxaPMJZ9x-tjdcsGijo,"2,039",,,,
Four Seasons,2,2.5,FALSE,SANTA BARBARA NW,https://drive.google.com/file/d/10z9j39iEmrdA2mwgGdSSjU2MjfrUjx0y/view?usp=drive_link,https://drive.google.com/uc?export=view&id=10z9j39iEmrdA2mwgGdSSjU2MjfrUjx0y,"2,948",,,,
Four Seasons,2,2.5,FALSE,SYDNEY,https://drive.google.com/file/d/1FvCom81crQNVDD2CvydRSRNNi18mLH5n/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1FvCom81crQNVDD2CvydRSRNNi18mLH5n,"1,970",,,,
Four Seasons,2,2.5,FALSE,WILSHIRE SW,https://drive.google.com/file/d/1jMTlzPH58sCjkXvIZIeSmYQQ5SLbHPTk/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jMTlzPH58sCjkXvIZIeSmYQQ5SLbHPTk,"3,052",,,,
Four Seasons,2,2.5,TRUE,LOWER EAST COMBO,https://drive.google.com/file/d/1jDUDkl90wZH_-gwC0MsaEC89FfnULJhA/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jDUDkl90wZH_-gwC0MsaEC89FfnULJhA,4.016,,,,
Four Seasons,2,2.5,TRUE,LOWER WEST COMBO,https://drive.google.com/file/d/147rht4Wb_ZeIRJURkArw-xDLpaYJQoIQ/view?usp=drive_link,https://drive.google.com/uc?export=view&id=147rht4Wb_ZeIRJURkArw-xDLpaYJQoIQ,"3,081",,,,
Four Seasons,2,2.5,TRUE,WILSHIRE SE,https://drive.google.com/file/d/1l_8uhfm7jmpmMlk3Ucgc8HIs-nP4lZkw/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1l_8uhfm7jmpmMlk3Ucgc8HIs-nP4lZkw,"3,052",,,,
Four Seasons,3,3,FALSE,SANTA BARBARA NE,https://drive.google.com/file/d/1mc894up0kSQdGAYC8fkrLKB8A0UYfkyl/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1mc894up0kSQdGAYC8fkrLKB8A0UYfkyl,"2,948",,,,
